EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5284922,TARRANT CO.,FT WORTH,03/19/2002,1225,Hail,0.75, ,0,0,0,0,TX,CST, ,1132357,C,439,FWD,0,0,LAW ENFORCEMENT, , , , , , , ,FT WORTH,03/19/2002,1225,32.75,-97.35,32.75,-97.35,"Occurred at TCU.","",11
5284551,TARRANT CO.,FT WORTH,03/30/2002,210,Hail,2.00, ,0,0,0,0,TX,CST, ,1132356,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,FT WORTH,03/30/2002,210,32.75,-97.35,32.75,-97.35,"Occurred in the hospital district in southwest Ft Worth.","",12
5284552,TARRANT CO.,FT WORTH,03/30/2002,221,Hail,1.00, ,0,0,0,0,TX,CST, ,1132356,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,FT WORTH,03/30/2002,2210,32.75,-97.35,32.75,-97.35,"Occurred in east Ft Worth.","",13
5284553,TARRANT CO.,FT WORTH,03/30/2002,224,Hail,0.75, ,0,0,0,0,TX,CST, ,1132356,C,439,FWD,0,0,OFFICIAL NWS OBS., , , , , , , ,FT WORTH,03/30/2002,224,32.75,-97.35,32.75,-97.35,"Occurred at the Forecast Office in north Ft Worth.","",14
5284676,TARRANT CO.,CROWLEY,03/30/2002,1805,Hail,1.00, ,0,0,0,0,TX,CST, ,1132356,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,CROWLEY,03/30/2002,1805,32.58333,-97.31667,32.58333,-97.31667,"Occurred just west of town.","",15
5284687,TARRANT CO.,ARLINGTON,03/30/2002,1815,Hail,0.75, ,0,0,0,0,TX,CST, ,1132356,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,ARLINGTON,03/30/2002,1815,32.73333,-97.11667,32.73333,-97.11667,"Occurred on south side of town.","",16
5284678,TARRANT CO.,RENDON,03/30/2002,1824,Hail,0.88, ,0,0,0,0,TX,CST, ,1132356,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,RENDON,03/30/2002,1824,32.58333,-97.23333,32.58333,-97.23333,"","",17
5284680,TARRANT CO.,MANSFIELD,03/30/2002,1832,Hail,1.00, ,0,0,0,0,TX,CST, ,1132356,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,MANSFIELD,03/30/2002,1832,32.56667,-97.13333,32.56667,-97.13333,"","",18
5284684,TARRANT CO.,DALWORTHINGTON,03/30/2002,1841,Hail,1.00, ,0,0,0,0,TX,CST, ,1132356,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,DALWORTHINGTON,03/30/2002,1841,32.7,-97.11667,32.7,-97.11667,"","",19
5284686,TARRANT CO.,ARLINGTON,03/30/2002,1852,Hail,0.88, ,0,0,0,0,TX,CST, ,1132356,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,ARLINGTON,03/30/2002,1852,32.73333,-97.11667,32.73333,-97.11667,"Occurred on east side of town.","",20
5288117,TARRANT CO.,FT WORTH,04/16/2002,1608,Hail,0.75, ,0,0,0,0,TX,CST, ,1133172,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,FT WORTH,04/16/2002,1608,32.75,-97.35,32.75,-97.35,"Occurred at Bryant Irvin Road and Highway 183.","",21
5288118,TARRANT CO.,FT WORTH,04/16/2002,1610,Hail,0.75, ,0,0,0,0,TX,CST, ,1133172,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,FT WORTH,04/16/2002,1610,32.75,-97.35,32.75,-97.35,"Occurred at Hulen Street and Interstate 20.","",22
5288183,TARRANT CO.,FT WORTH,04/16/2002,1620,Hail,0.88, ,0,0,0,0,TX,CST, ,1133172,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,FT WORTH,04/16/2002,1620,32.75,-97.35,32.75,-97.35,"Occurred at Trail Lake and Granbury Road.","",23
5288185,TARRANT CO.,FT WORTH,04/16/2002,1700,Hail,1.75, ,0,0,0,0,TX,CST, ,1133172,C,439,FWD,0,0,LAW ENFORCEMENT, , , , , , , ,FT WORTH,04/16/2002,1700,32.75,-97.35,32.75,-97.35,"Occurred near Interstate 30 in east Fort Worth.","",24
5288314,TARRANT CO.,EULESS,04/16/2002,1729,Hail,1.00, ,0,0,0,0,TX,CST, ,1133172,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,EULESS,04/16/2002,1729,32.83333,-97.08333,32.83333,-97.08333,"","",25
5288187,TARRANT CO.,GRAPEVINE,04/16/2002,1752,Hail,1.50, ,0,0,0,0,TX,CST, ,1133172,C,439,FWD,0,0,OFFICIAL NWS OBS., , , ,3,SE,3,SE,GRAPEVINE,04/16/2002,1752,32.9,-97.05,32.9,-97.05,"Occurred at DFW Airport observation site.","",26
5288194,TARRANT CO.,EULESS,04/16/2002,1755,Hail,0.75, ,0,0,0,0,TX,CST, ,1133172,C,439,FWD,0,0,GOVT OFFICIAL, , , , , , , ,EULESS,04/16/2002,1755,32.83333,-97.08333,32.83333,-97.08333,"Occurred at the Center Weather Service Unit.","",27
5288535,TARRANT CO.,WHEATLAND,04/29/2002,1946,Hail,1.00, ,0,0,0,0,TX,CST, ,1133174,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,WHEATLAND,04/29/2002,1946,32.61667,-97.51667,32.61667,-97.51667,"","",28
5288538,TARRANT CO.,BENBROOK,04/29/2002,1950,Hail,1.00, ,0,0,0,0,TX,CST, ,1133174,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,BENBROOK,04/29/2002,1950,32.68333,-97.45,32.68333,-97.45,"","",29
5288540,TARRANT CO.,WHEATLAND,04/29/2002,2010,Hail,0.75, ,0,0,0,0,TX,CST, ,1133174,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,WHEATLAND,04/29/2002,2010,32.61667,-97.51667,32.61667,-97.51667,"","",30
5296142,TARRANT CO.,BENBROOK LAKE,05/08/2002,1954,Hail,1.00, ,0,0,0,0,TX,CST, ,1134845,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,BENBROOK LAKE,05/08/2002,1954,32.63333,-97.46667,32.63333,-97.46667,"","",31
5296147,TARRANT CO.,FT WORTH,05/08/2002,2006,Hail,0.75, ,0,0,0,0,TX,CST, ,1134845,C,439,FWD,0,0,TRAINED SPOTTER, , , ,5,SW,5,SW,FT WORTH,05/08/2002,2006,32.7,-97.41667,32.7,-97.41667,"","",32
5296148,TARRANT CO.,FT WORTH,05/08/2002,2009,Hail,1.00, ,0,0,0,0,TX,CST, ,1134845,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,FT WORTH,05/08/2002,2009,32.75,-97.35,32.75,-97.35,"","",33
5296246,TARRANT CO.,BEDFORD,05/09/2002,2156,Hail,0.75, ,0,0,0,0,TX,CST, ,1134846,C,439,FWD,0,0,AMATEUR RADIO, , , , , , , ,BEDFORD,05/10/2002,2156,32.85,-97.13333,32.85,-97.13333,"","",34
5296247,TARRANT CO.,BRIAR,05/09/2002,2156,Hail,0.75, ,0,0,0,0,TX,CST, ,1134846,C,439,FWD,0,0,LAW ENFORCEMENT, , , , , , , ,BRIAR,05/09/2002,2156,33,-97.65,33,-97.65,"","",35
5353166,TARRANT CO.,SAGINAW,04/05/2003,1933,Hail,1.75, ,0,0,0,0,TX,CST, ,1150646,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,SAGINAW,04/05/2003,1933,33.1,-98.6,33.1,-98.6,"","On April 5th, a lone supercell thunderstorm developed around 300 pm southeast of Claremont, in Kent County.  This storm quickly became severe, and by 500 pm had moved eastward into western Young County in North Central Texas.  This storm produced large hail, straight line damaging winds, and at least four weak tornadoes across North Central Texas from 510 pm cdt until 1050 pm cdt.  This storm quickly dissipated after the last severe weather report at 1050 pm.  The damage path across North Texas extended from Padgett, in western Young County,  to west of Sulphur Springs in Hopkins County, a distance of approximately 192 miles.  This was one of the  costliest storms on record to hit North Texas, with damage estimates approximately 885 million dollars.",36
5353408,TARRANT CO.,SAGINAW,04/05/2003,1940,Hail,2.75, ,0,0,0,0,TX,CST, ,1150646,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,SAGINAW,04/05/2003,1940,33.06667,-96.21667,33.06667,-96.21667,"","On April 5th, a lone supercell thunderstorm developed around 300 pm southeast of Claremont, in Kent County.  This storm quickly became severe, and by 500 pm had moved eastward into western Young County in North Central Texas.  This storm produced large hail, straight line damaging winds, and at least four weak tornadoes across North Central Texas from 510 pm cdt until 1050 pm cdt.  This storm quickly dissipated after the last severe weather report at 1050 pm.  The damage path across North Texas extended from Padgett, in western Young County,  to west of Sulphur Springs in Hopkins County, a distance of approximately 192 miles.  This was one of the  costliest storms on record to hit North Texas, with damage estimates approximately 885 million dollars.",37
5353167,TARRANT CO.,EAGLE MTN LAKE,04/05/2003,1943,Hail,1.75, ,0,0,0,0,TX,CST, ,1150646,C,439,FWD,0,0,AMATEUR RADIO, , , ,2,E,2,E,EAGLE MTN LAKE,04/05/2003,1943,32.9,-98.5,32.9,-98.5,"","On April 5th, a lone supercell thunderstorm developed around 300 pm southeast of Claremont, in Kent County.  This storm quickly became severe, and by 500 pm had moved eastward into western Young County in North Central Texas.  This storm produced large hail, straight line damaging winds, and at least four weak tornadoes across North Central Texas from 510 pm cdt until 1050 pm cdt.  This storm quickly dissipated after the last severe weather report at 1050 pm.  The damage path across North Texas extended from Padgett, in western Young County,  to west of Sulphur Springs in Hopkins County, a distance of approximately 192 miles.  This was one of the  costliest storms on record to hit North Texas, with damage estimates approximately 885 million dollars.",38
5353169,TARRANT CO.,FT WORTH,04/05/2003,1950,Hail,2.75, ,0,0,0,0,TX,CST, ,1150646,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,FT WORTH,04/05/2003,1950,32.93333,-98.45,32.93333,-98.45,"Occurred in North Ft Worth","On April 5th, a lone supercell thunderstorm developed around 300 pm southeast of Claremont, in Kent County.  This storm quickly became severe, and by 500 pm had moved eastward into western Young County in North Central Texas.  This storm produced large hail, straight line damaging winds, and at least four weak tornadoes across North Central Texas from 510 pm cdt until 1050 pm cdt.  This storm quickly dissipated after the last severe weather report at 1050 pm.  The damage path across North Texas extended from Padgett, in western Young County,  to west of Sulphur Springs in Hopkins County, a distance of approximately 192 miles.  This was one of the  costliest storms on record to hit North Texas, with damage estimates approximately 885 million dollars.",39
5353171,TARRANT CO.,FT WORTH,04/05/2003,2000,Hail,1.75, ,0,0,0,0,TX,CST, ,1150646,C,439,FWD,0,0,GENERAL PUBLIC, , , , , , , ,FT WORTH,04/05/2003,2000,33.11667,-98.38333,33.11667,-98.38333,"Occurred in Park Glen subdivision in North Ft Worth.","On April 5th, a lone supercell thunderstorm developed around 300 pm southeast of Claremont, in Kent County.  This storm quickly became severe, and by 500 pm had moved eastward into western Young County in North Central Texas.  This storm produced large hail, straight line damaging winds, and at least four weak tornadoes across North Central Texas from 510 pm cdt until 1050 pm cdt.  This storm quickly dissipated after the last severe weather report at 1050 pm.  The damage path across North Texas extended from Padgett, in western Young County,  to west of Sulphur Springs in Hopkins County, a distance of approximately 192 miles.  This was one of the  costliest storms on record to hit North Texas, with damage estimates approximately 885 million dollars.",40
5353173,TARRANT CO.,FT WORTH,04/05/2003,2001,Hail,1.75, ,0,0,0,0,TX,CST, ,1150646,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,FT WORTH,04/05/2003,2001,32.86667,-97.36667,32.86667,-97.36667,"Windows broken by wind driven hail.","On April 5th, a lone supercell thunderstorm developed around 300 pm southeast of Claremont, in Kent County.  This storm quickly became severe, and by 500 pm had moved eastward into western Young County in North Central Texas.  This storm produced large hail, straight line damaging winds, and at least four weak tornadoes across North Central Texas from 510 pm cdt until 1050 pm cdt.  This storm quickly dissipated after the last severe weather report at 1050 pm.  The damage path across North Texas extended from Padgett, in western Young County,  to west of Sulphur Springs in Hopkins County, a distance of approximately 192 miles.  This was one of the  costliest storms on record to hit North Texas, with damage estimates approximately 885 million dollars.",41
5353172,TARRANT CO.,KELLER,04/05/2003,2001,Hail,1.75, ,0,0,0,0,TX,CST, ,1150646,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,KELLER,04/05/2003,2001,32.96667,-97.68333,32.96667,-97.68333,"","On April 5th, a lone supercell thunderstorm developed around 300 pm southeast of Claremont, in Kent County.  This storm quickly became severe, and by 500 pm had moved eastward into western Young County in North Central Texas.  This storm produced large hail, straight line damaging winds, and at least four weak tornadoes across North Central Texas from 510 pm cdt until 1050 pm cdt.  This storm quickly dissipated after the last severe weather report at 1050 pm.  The damage path across North Texas extended from Padgett, in western Young County,  to west of Sulphur Springs in Hopkins County, a distance of approximately 192 miles.  This was one of the  costliest storms on record to hit North Texas, with damage estimates approximately 885 million dollars.",42
5353168,TARRANT CO.,KELLER,04/05/2003,2005,Hail,3.00, ,0,0,0,0,TX,CST, ,1150646,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,KELLER,04/05/2003,2005,32.93333,-98.35,32.93333,-98.35,"","On April 5th, a lone supercell thunderstorm developed around 300 pm southeast of Claremont, in Kent County.  This storm quickly became severe, and by 500 pm had moved eastward into western Young County in North Central Texas.  This storm produced large hail, straight line damaging winds, and at least four weak tornadoes across North Central Texas from 510 pm cdt until 1050 pm cdt.  This storm quickly dissipated after the last severe weather report at 1050 pm.  The damage path across North Texas extended from Padgett, in western Young County,  to west of Sulphur Springs in Hopkins County, a distance of approximately 192 miles.  This was one of the  costliest storms on record to hit North Texas, with damage estimates approximately 885 million dollars.",43
5353175,TARRANT CO.,GRAPEVINE,04/05/2003,2015,Hail,2.00, ,0,0,0,0,TX,CST, ,1150646,C,439,FWD,0,0,TRAINED SPOTTER, , , ,2,SW,2,SW,GRAPEVINE,04/05/2003,2015,32.93333,-97.25,32.93333,-97.25,"","On April 5th, a lone supercell thunderstorm developed around 300 pm southeast of Claremont, in Kent County.  This storm quickly became severe, and by 500 pm had moved eastward into western Young County in North Central Texas.  This storm produced large hail, straight line damaging winds, and at least four weak tornadoes across North Central Texas from 510 pm cdt until 1050 pm cdt.  This storm quickly dissipated after the last severe weather report at 1050 pm.  The damage path across North Texas extended from Padgett, in western Young County,  to west of Sulphur Springs in Hopkins County, a distance of approximately 192 miles.  This was one of the  costliest storms on record to hit North Texas, with damage estimates approximately 885 million dollars.",44
5355230,TARRANT CO.,HALTOM CITY,05/01/2003,1414,Hail,0.75, ,0,0,0,0,TX,CST, ,1151182,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,HALTOM CITY,05/01/2003,1414,31.85,-97.36667,31.85,-97.36667,"","Thunderstorms developed along a cold front just northwest of the Dallas/Fort Worth metropolitan area and spread southeast during the late afternoon and evening hours.  Most of the severe weather was large hail; up to softball size in Hood county.  The storms did produce some wind damage across south central and southeast parts of North Texas.",45
5355234,TARRANT CO.,FT WORTH,05/01/2003,1415,Hail,1.00, ,0,0,0,0,TX,CST, ,1151182,C,439,FWD,0,0,GENERAL PUBLIC, , , , , , , ,FT WORTH,05/01/2003,1415,31.46667,-98.15,31.46667,-98.15,"Occurred at Park Glen in north Ft Worth.","Thunderstorms developed along a cold front just northwest of the Dallas/Fort Worth metropolitan area and spread southeast during the late afternoon and evening hours.  Most of the severe weather was large hail; up to softball size in Hood county.  The storms did produce some wind damage across south central and southeast parts of North Texas.",46
5355232,TARRANT CO.,FT WORTH,05/01/2003,1416,Hail,2.50, ,0,0,50000,0,TX,CST, ,1151182,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,FT WORTH,05/01/2003,1424,31.98333,-98.03333,31.98333,-98.03333,"Hail one inch to two and one half inches fell at Northeast Mall in north Ft Worth.","Thunderstorms developed along a cold front just northwest of the Dallas/Fort Worth metropolitan area and spread southeast during the late afternoon and evening hours.  Most of the severe weather was large hail; up to softball size in Hood county.  The storms did produce some wind damage across south central and southeast parts of North Texas.",47
5355233,TARRANT CO.,RICHLAND HILLS,05/01/2003,1426,Hail,1.50, ,0,0,0,0,TX,CST, ,1151182,C,439,FWD,0,0,GENERAL PUBLIC, , , , , , , ,RICHLAND HILLS,05/01/2003,1426,31.55,-98.66667,31.55,-98.66667,"","Thunderstorms developed along a cold front just northwest of the Dallas/Fort Worth metropolitan area and spread southeast during the late afternoon and evening hours.  Most of the severe weather was large hail; up to softball size in Hood county.  The storms did produce some wind damage across south central and southeast parts of North Texas.",48
5355927,TARRANT CO.,NORTH RICHLAND HILLS,05/01/2003,1437,Hail,3.50, ,0,0,50000,0,TX,CST, ,1151182,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,NORTH RICHLAND HILLS,05/01/2003,1437,31.85,-98.31667,31.85,-98.31667,"","Thunderstorms developed along a cold front just northwest of the Dallas/Fort Worth metropolitan area and spread southeast during the late afternoon and evening hours.  Most of the severe weather was large hail; up to softball size in Hood county.  The storms did produce some wind damage across south central and southeast parts of North Texas.",49
5355235,TARRANT CO.,ARLINGTON,05/01/2003,1442,Hail,0.75, ,0,0,0,0,TX,CST, ,1151182,C,439,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,ARLINGTON,05/01/2003,1442,31.45,-98.15,31.4,-98.08333,"Occurred near Lake Arlington.","Thunderstorms developed along a cold front just northwest of the Dallas/Fort Worth metropolitan area and spread southeast during the late afternoon and evening hours.  Most of the severe weather was large hail; up to softball size in Hood county.  The storms did produce some wind damage across south central and southeast parts of North Texas.",50
5355236,TARRANT CO.,EULESS,05/01/2003,1448,Hail,0.75, ,0,0,0,0,TX,CST, ,1151182,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,EULESS,05/01/2003,1448,31.88333,-98.16667,31.88333,-98.16667,"Occurred at Central and Highway 121.","Thunderstorms developed along a cold front just northwest of the Dallas/Fort Worth metropolitan area and spread southeast during the late afternoon and evening hours.  Most of the severe weather was large hail; up to softball size in Hood county.  The storms did produce some wind damage across south central and southeast parts of North Texas.",51
5355929,TARRANT CO.,DALWORTHINGTON,05/01/2003,1507,Hail,1.00, ,0,0,0,0,TX,CST, ,1151182,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,DALWORTHINGTON,05/01/2003,1507,31.46667,-97.2,31.46667,-97.2,"","Thunderstorms developed along a cold front just northwest of the Dallas/Fort Worth metropolitan area and spread southeast during the late afternoon and evening hours.  Most of the severe weather was large hail; up to softball size in Hood county.  The storms did produce some wind damage across south central and southeast parts of North Texas.",52
5356000,TARRANT CO.,ARLINGTON MUNI ARPT,05/01/2003,1615,Hail,1.00, ,0,0,0,0,TX,CST, ,1151182,C,439,FWD,0,0,LAW ENFORCEMENT, , , , , , , ,ARLINGTON MUNI ARPT,05/01/2003,1615,31.76667,-95.73333,31.76667,-95.73333,"Occurred near the airport.","Thunderstorms developed along a cold front just northwest of the Dallas/Fort Worth metropolitan area and spread southeast during the late afternoon and evening hours.  Most of the severe weather was large hail; up to softball size in Hood county.  The storms did produce some wind damage across south central and southeast parts of North Texas.",53
5355222,TARRANT CO.,CROWLEY,05/02/2003,2002,Hail,0.75, ,0,0,0,0,TX,CST, ,1151181,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,CROWLEY,05/02/2003,2002,32.58333,-97.31667,32.58333,-97.31667,"","",54
5355223,TARRANT CO.,KENNEDALE,05/02/2003,2016,Hail,1.00, ,0,0,0,0,TX,CST, ,1151181,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,KENNEDALE,05/02/2003,2016,32.65,-97.21667,32.65,-97.21667,"","",55
5355224,TARRANT CO.,FT WORTH,05/02/2003,2017,Hail,1.00, ,0,0,0,0,TX,CST, ,1151181,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,FT WORTH,05/02/2003,2017,32.75,-97.35,32.75,-97.35,"Occurred at 28th Street and Main.","",56
5355225,TARRANT CO.,RENDON,05/02/2003,2018,Hail,1.00, ,0,0,0,0,TX,CST, ,1151181,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,RENDON,05/02/2003,2018,32.58333,-97.23333,32.58333,-97.23333,"","",57
5354674,TARRANT CO.,ARLINGTON,05/02/2003,2020,Hail,0.75, ,0,0,0,0,TX,CST, ,1151181,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,ARLINGTON,05/02/2003,2020,32.73333,-97.11667,32.73333,-97.11667,"Occurred on the east side of town.","",58
5355221,TARRANT CO.,HALTOM CITY,05/02/2003,2032,Hail,2.00, ,0,0,0,0,TX,CST, ,1151181,C,439,FWD,0,0,TRAINED SPOTTER, , , , , , , ,HALTOM CITY,05/02/2003,2032,32.8,-97.26667,32.8,-97.26667,"","",59
