EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
766980,TARRANT CO.,ARLINGTON,06/06/2018,145,Hail,2.00, ,0,0,30000,0,TX,CST-6, ,127857,C,439,FWD,0,0,Social Media, , , ,0,N,0,N,ARLINGTON,06/06/2018,145,32.73,-97.12,32.73,-97.12,"A social media report indicated two-inch diameter hail in the city of Arlington, TX.","A weak surface boundary coupled with disturbances in northwest flow aloft generated  multiple rounds of thunderstorms. The strongest storms occurred late Tuesday night into early Wednesday morning, when large and damaging hail fell over parts of the Dallas/Ft Worth Metroplex.",22
766976,TARRANT CO.,ARLINGTON,06/06/2018,147,Hail,1.50, ,0,0,0,0,TX,CST-6, ,127857,C,439,FWD,0,0,Social Media, , , ,0,N,0,N,ARLINGTON,06/06/2018,147,32.73,-97.12,32.73,-97.12,"A social media report indicated ping pong ball sized hail near Parks Mall in the city of Arlington, TX.","A weak surface boundary coupled with disturbances in northwest flow aloft generated  multiple rounds of thunderstorms. The strongest storms occurred late Tuesday night into early Wednesday morning, when large and damaging hail fell over parts of the Dallas/Ft Worth Metroplex.",23
766979,TARRANT CO.,ARLINGTON,06/06/2018,154,Hail,2.50, ,0,0,100000,0,TX,CST-6, ,127857,C,439,FWD,0,0,Social Media, , , ,2,E,2,E,ARLINGTON,06/06/2018,154,32.73,-97.09,32.73,-97.09,"A social media report indicated tennis ball sized hail approximately 2 miles east of Arlington City Center.","A weak surface boundary coupled with disturbances in northwest flow aloft generated  multiple rounds of thunderstorms. The strongest storms occurred late Tuesday night into early Wednesday morning, when large and damaging hail fell over parts of the Dallas/Ft Worth Metroplex.",24
767002,TARRANT CO.,GRAPEVINE,06/07/2018,1725,Hail,1.00, ,0,0,0,0,TX,CST-6, ,127857,C,439,FWD,0,0,Public, , , ,1,NW,1,NW,GRAPEVINE,06/07/2018,1725,32.94,-97.09,32.94,-97.09,"A social media report indicated quarter-sized hail in the city of Grapevine, TX.","A weak surface boundary coupled with disturbances in northwest flow aloft generated  multiple rounds of thunderstorms. The strongest storms occurred late Tuesday night into early Wednesday morning, when large and damaging hail fell over parts of the Dallas/Ft Worth Metroplex.",25
770892,TARRANT CO.,FT WORTH,06/24/2018,26,Hail,0.75, ,0,0,0,0,TX,CST-6, ,128455,C,439,FWD,0,0,Trained Spotter, , , ,1,E,1,E,FT WORTH,06/24/2018,26,32.75,-97.34,32.75,-97.34,"A trained spotter reported dime sized hail on Interstate 30 just west of Loop 820 in the city of Fort Worth, TX.","Thunderstorms which formed along a stationary front just northwest of the region produced isolated severe hail as they moved into the northwest counties of North Texas.",26
802596,TARRANT CO.,HASLET,02/07/2019,358,Hail,1.00, ,0,0,0,0,TX,CST-6, ,134073,C,439,FWD,0,0,NWS Employee, , , ,0,N,0,N,HASLET,02/07/2019,358,32.97,-97.35,32.97,-97.35,"A NWS employee reported quarter-sized hail in the city of Haslet, TX.","Thunderstorms developed along a cold front as it advanced southeast across North Texas. Hail and damaging winds accompanied a few of these storms during the overnight hours Wednesday night/Thursday morning just north of the Interstate 20 corridor.",27
808503,TARRANT CO.,LAKE WORTH,03/09/2019,451,Hail,1.25, ,0,0,0,0,TX,CST-6, ,134892,C,439,FWD,0,0,Amateur Radio, , , ,1,NW,1,NW,LAKE WORTH,03/09/2019,451,32.8136,-97.4133,32.8136,-97.4133,"Amateur radio reported half-dollar sized hail near the intersection of Azle Avenue and Loop 820 in the city of Lake Worth, TX.","An upper level disturbance and a Pacific cold front combined to generate scattered thunderstorms late Friday night through Saturday morning across parts of North and Central Texas. Large hail was the primary result, but a few storms also produced damaging winds and one weak tornado. The tornado was embedded along the leading edge of the storm complex and occurred in Mesquite in Dallas County.",28
808504,TARRANT CO.,HALTOM CITY,03/09/2019,459,Hail,1.00, ,0,0,0,0,TX,CST-6, ,134892,C,439,FWD,0,0,Social Media, , , ,0,N,0,N,HALTOM CITY,03/09/2019,459,32.8,-97.27,32.8,-97.27,"A social media report indicated quarter-sized hail in Haltom City, TX.","An upper level disturbance and a Pacific cold front combined to generate scattered thunderstorms late Friday night through Saturday morning across parts of North and Central Texas. Large hail was the primary result, but a few storms also produced damaging winds and one weak tornado. The tornado was embedded along the leading edge of the storm complex and occurred in Mesquite in Dallas County.",29
808505,TARRANT CO.,KELLER ALTA VISTA AR,03/09/2019,500,Hail,1.00, ,0,0,0,0,TX,CST-6, ,134892,C,439,FWD,0,0,NWS Employee, , , ,1,NNW,1,NNW,KELLER ALTA VISTA AR,03/09/2019,500,32.9148,-97.2898,32.9148,-97.2898,"A National Weather Service employee reported quarter-sized hail near the intersection of Beach Street and Heritage Trace Parkway in the city of Fort Worth, TX.","An upper level disturbance and a Pacific cold front combined to generate scattered thunderstorms late Friday night through Saturday morning across parts of North and Central Texas. Large hail was the primary result, but a few storms also produced damaging winds and one weak tornado. The tornado was embedded along the leading edge of the storm complex and occurred in Mesquite in Dallas County.",30
808506,TARRANT CO.,GRAPEVINE,03/09/2019,512,Hail,1.00, ,0,0,0,0,TX,CST-6, ,134892,C,439,FWD,0,0,Social Media, , , ,0,N,0,N,GRAPEVINE,03/09/2019,512,32.93,-97.08,32.93,-97.08,"A social media report indicated quarter-sized hail in the city of Grapevine, TX.","An upper level disturbance and a Pacific cold front combined to generate scattered thunderstorms late Friday night through Saturday morning across parts of North and Central Texas. Large hail was the primary result, but a few storms also produced damaging winds and one weak tornado. The tornado was embedded along the leading edge of the storm complex and occurred in Mesquite in Dallas County.",31
808508,TARRANT CO.,FT WORTH BLUE MND AR,03/09/2019,515,Hail,1.00, ,0,0,0,0,TX,CST-6, ,134892,C,439,FWD,0,0,Social Media, , , ,2,NNE,2,NNE,FT WORTH BLUE MND AR,03/09/2019,515,32.8724,-97.3166,32.8724,-97.3166,"A social media report indicated quarter-sized hail ear the intersection of Basswood Blvd and Interstate 35 in the city of Fort Worth, TX.","An upper level disturbance and a Pacific cold front combined to generate scattered thunderstorms late Friday night through Saturday morning across parts of North and Central Texas. Large hail was the primary result, but a few storms also produced damaging winds and one weak tornado. The tornado was embedded along the leading edge of the storm complex and occurred in Mesquite in Dallas County.",32
815418,TARRANT CO.,WESTLAND,03/09/2019,630,Hail,1.00, ,0,0,0,0,TX,CST-6, ,134892,C,439,FWD,0,0,Broadcast Media, , , ,4,WNW,4,WNW,WESTLAND,03/09/2019,630,32.7397,-97.5668,32.7397,-97.5668,"Just over 1 hail was reported in the Walsh Ranch area of west Fort Worth by a tv station viewer.","An upper level disturbance and a Pacific cold front combined to generate scattered thunderstorms late Friday night through Saturday morning across parts of North and Central Texas. Large hail was the primary result, but a few storms also produced damaging winds and one weak tornado. The tornado was embedded along the leading edge of the storm complex and occurred in Mesquite in Dallas County.",33
813182,TARRANT CO.,KELLER,03/24/2019,1853,Hail,1.00, ,0,0,0,0,TX,CST-6, ,135504,C,439,FWD,0,0,Trained Spotter, , , ,0,N,0,N,KELLER,03/24/2019,1853,32.93,-97.25,32.93,-97.25,"A trained spotter reported quarter-size hail near the intersection of Highway 1709 and Highway 377 in the city of Keller, TX.","An upper level trough and a cold front ignited scattered to numerous thunderstorms on the evening of Sunday March 24, primarily along and east of the Interstate 35 corridor. Large and destructive hail was the primary severe weather occurrence. Collin County received the most damage from large hail, measured up to 4.5 in diameter.",34
815572,TARRANT CO.,WATAUGA,03/24/2019,2045,Hail,1.25, ,0,0,0,0,TX,CST-6, ,135504,C,439,FWD,0,0,Public, , , ,1,W,1,W,WATAUGA,03/24/2019,2045,32.8529,-97.2955,32.8529,-97.2955,"Half dollar sized hail was measured a few miles north of the NWS Fort Worth Office.","An upper level trough and a cold front ignited scattered to numerous thunderstorms on the evening of Sunday March 24, primarily along and east of the Interstate 35 corridor. Large and destructive hail was the primary severe weather occurrence. Collin County received the most damage from large hail, measured up to 4.5 in diameter.",35
813185,TARRANT CO.,WATAUGA,03/24/2019,2046,Hail,1.00, ,0,0,0,0,TX,CST-6, ,135504,C,439,FWD,0,0,NWS Employee, , , ,2,WSW,2,WSW,WATAUGA,03/24/2019,2046,32.8356,-97.2984,32.8356,-97.2984,"Quarter-sized hail was measured at the National Weather Service office in North Fort Worth, TX.","An upper level trough and a cold front ignited scattered to numerous thunderstorms on the evening of Sunday March 24, primarily along and east of the Interstate 35 corridor. Large and destructive hail was the primary severe weather occurrence. Collin County received the most damage from large hail, measured up to 4.5 in diameter.",36
813187,TARRANT CO.,COLLEYVILLE,03/24/2019,2104,Hail,1.00, ,0,0,0,0,TX,CST-6, ,135504,C,439,FWD,0,0,Emergency Manager, , , ,0,N,0,N,COLLEYVILLE,03/24/2019,2104,32.88,-97.15,32.88,-97.15,"Emergency management reported quarter size hail in the city of Colleyville, TX.","An upper level trough and a cold front ignited scattered to numerous thunderstorms on the evening of Sunday March 24, primarily along and east of the Interstate 35 corridor. Large and destructive hail was the primary severe weather occurrence. Collin County received the most damage from large hail, measured up to 4.5 in diameter.",37
813189,TARRANT CO.,BEDFORD,03/24/2019,2108,Hail,1.00, ,0,0,0,0,TX,CST-6, ,135504,C,439,FWD,0,0,Trained Spotter, , , ,2,E,2,E,BEDFORD,03/24/2019,2108,32.85,-97.1,32.85,-97.1,"A trained spotter reported quarter size hail approximately 2 miles northwest of the city of Euless, TX.","An upper level trough and a cold front ignited scattered to numerous thunderstorms on the evening of Sunday March 24, primarily along and east of the Interstate 35 corridor. Large and destructive hail was the primary severe weather occurrence. Collin County received the most damage from large hail, measured up to 4.5 in diameter.",38
813331,TARRANT CO.,KELLER GOODE ARPT,03/24/2019,2318,Hail,1.00, ,0,0,0,0,TX,CST-6, ,135504,C,439,FWD,0,0,Amateur Radio, , , ,1,NNW,1,NNW,KELLER GOODE ARPT,03/24/2019,2318,32.9377,-97.1855,32.9377,-97.1855,"Amateur radio reported quarter size hail near the intersection of Southlake Blvd and Davis Blvd in the city of Keller, TX.","An upper level trough and a cold front ignited scattered to numerous thunderstorms on the evening of Sunday March 24, primarily along and east of the Interstate 35 corridor. Large and destructive hail was the primary severe weather occurrence. Collin County received the most damage from large hail, measured up to 4.5 in diameter.",39
813332,TARRANT CO.,BENBROOK,03/24/2019,2335,Hail,1.25, ,0,0,0,0,TX,CST-6, ,135504,C,439,FWD,0,0,Social Media, , , ,0,N,0,N,BENBROOK,03/24/2019,2335,32.68,-97.45,32.68,-97.45,"A social media report indicated half-dollar size hail over southwest portions of Fort Worth.","An upper level trough and a cold front ignited scattered to numerous thunderstorms on the evening of Sunday March 24, primarily along and east of the Interstate 35 corridor. Large and destructive hail was the primary severe weather occurrence. Collin County received the most damage from large hail, measured up to 4.5 in diameter.",40
815134,TARRANT CO.,ARLINGTON,04/13/2019,755,Hail,0.75, ,0,0,0,0,TX,CST-6, ,135800,C,439,FWD,0,0,Social Media, , , ,1,S,1,S,ARLINGTON,04/13/2019,755,32.72,-97.12,32.72,-97.12,"A social media report indicated dime size hail in south Arlington.","A strong upper level trough generated scattered to numerous thunderstorms across North and Central Texas on Saturday April 13. Storms were mainly hail producers early in the day, but damaging winds and a few tornadoes occurred across the southern counties in the vicinity of a stationary front in the late morning and afternoon hours.",41
815143,TARRANT CO.,SANSOME PARK VLG,04/13/2019,827,Hail,1.50, ,0,0,0,0,TX,CST-6, ,135800,C,439,FWD,0,0,Trained Spotter, , , ,2,NNE,2,NNE,SANSOME PARK VLG,04/13/2019,827,32.83,-97.44,32.83,-97.44,"A trained spotter reported ping pong ball size hail approximately 3 miles northwest of the city of Lake Worth, TX.","A strong upper level trough generated scattered to numerous thunderstorms across North and Central Texas on Saturday April 13. Storms were mainly hail producers early in the day, but damaging winds and a few tornadoes occurred across the southern counties in the vicinity of a stationary front in the late morning and afternoon hours.",42
815328,TARRANT CO.,HICKS,04/13/2019,832,Hail,1.00, ,0,0,0,0,TX,CST-6, ,135800,C,439,FWD,0,0,Social Media, , , ,2,SSW,2,SSW,HICKS,04/13/2019,832,32.89,-97.44,32.89,-97.44,"A social media report indicated quarter-size hail in the Eagle Mountain area of Saginaw, TX.","A strong upper level trough generated scattered to numerous thunderstorms across North and Central Texas on Saturday April 13. Storms were mainly hail producers early in the day, but damaging winds and a few tornadoes occurred across the southern counties in the vicinity of a stationary front in the late morning and afternoon hours.",43
815331,TARRANT CO.,(FWH)CARSWELL AFB FT,04/13/2019,835,Hail,0.75, ,0,0,0,0,TX,CST-6, ,135800,C,439,FWD,0,0,Social Media, , , ,0,N,0,N,(FWH)CARSWELL AFB FT,04/13/2019,835,32.77,-97.45,32.77,-97.45,"A social media report indicated penny size hail in the city of White Settlement, TX.","A strong upper level trough generated scattered to numerous thunderstorms across North and Central Texas on Saturday April 13. Storms were mainly hail producers early in the day, but damaging winds and a few tornadoes occurred across the southern counties in the vicinity of a stationary front in the late morning and afternoon hours.",44
815338,TARRANT CO.,HASLET,04/13/2019,915,Hail,1.50, ,0,0,0,0,TX,CST-6, ,135800,C,439,FWD,0,0,Trained Spotter, , , ,0,N,0,N,HASLET,04/13/2019,915,32.97,-97.35,32.97,-97.35,"A trained spotter reported ping pong ball size hail near Highway 287 in the city of Haslet, TX.","A strong upper level trough generated scattered to numerous thunderstorms across North and Central Texas on Saturday April 13. Storms were mainly hail producers early in the day, but damaging winds and a few tornadoes occurred across the southern counties in the vicinity of a stationary front in the late morning and afternoon hours.",45
827286,TARRANT CO.,KELLER ALTA VISTA AR,05/18/2019,1138,Hail,1.00, ,0,0,0,0,TX,CST-6, ,137108,C,439,FWD,0,0,Trained Spotter, , , ,2,WNW,2,WNW,KELLER ALTA VISTA AR,05/18/2019,1138,32.9129,-97.3126,32.9129,-97.3126,"A trained spotter reported quarter size hail near Alliance Town Center in the northern part of the city of Fort Worth, TX.","A line of thunderstorms progressed steadily east across North and Central Texas on Saturday May 18, producing all forms of severe weather along with a few instances of flash flooding.",46
828659,TARRANT CO.,HICKS,05/29/2019,1217,Hail,0.75, ,0,0,0,0,TX,CST-6, ,137109,C,439,FWD,0,0,Amateur Radio, , , ,2,SSW,2,SSW,HICKS,05/29/2019,1217,32.89,-97.44,32.89,-97.44,"Amateur radio reported penny-size hail at Eagle Mountain Lake.","A cold front ignited scattered to numerous thunderstorms across the region on Wednesday, May 29. Many of these were severe and a few produced damaging tornadoes.",47
828660,TARRANT CO.,GRAPEVINE,05/29/2019,1300,Hail,0.75, ,0,0,0,0,TX,CST-6, ,137109,C,439,FWD,0,0,Amateur Radio, , , ,3,N,3,N,GRAPEVINE,05/29/2019,1300,32.97,-97.08,32.97,-97.08,"Amateur radio reported penny size hail approximately 3 miles north of the city of Grapevine, TX.","A cold front ignited scattered to numerous thunderstorms across the region on Wednesday, May 29. Many of these were severe and a few produced damaging tornadoes.",48
834134,TARRANT CO.,CENTER PT,06/16/2019,1404,Hail,0.88, ,0,0,0,0,TX,CST-6, ,138066,C,439,FWD,0,0,Amateur Radio, , , ,1,S,1,S,CENTER PT,06/16/2019,1404,32.9172,-97.5183,32.9172,-97.5183,"Amateur radio reported nickel size hail in the Pelican Bay area of Eagle Mountain Lake.","Thunderstorms erupted along an outflow boundary between the Red River and the Interstate 20 corridor on the afternoon of Sunday June 16 (Father's Day 2019) as a disturbance moved in from the northwest. Storms produced significant wind damage along with a few brief tornadoes as they pushed southeast through the DFW Metroplex, with additional severe weather reports continuing as storms pushed southeast into Central and East Texas.",49
840979,TARRANT CO.,BEDFORD,06/16/2019,1427,Hail,1.00, ,0,0,0,0,TX,CST-6, ,138066,C,439,FWD,0,0,Broadcast Media, , , ,0,N,0,N,BEDFORD,06/16/2019,1427,32.85,-97.13,32.85,-97.13,"Broadcast media reported quarter size hail in the city of Bedford, TX.","Thunderstorms erupted along an outflow boundary between the Red River and the Interstate 20 corridor on the afternoon of Sunday June 16 (Father's Day 2019) as a disturbance moved in from the northwest. Storms produced significant wind damage along with a few brief tornadoes as they pushed southeast through the DFW Metroplex, with additional severe weather reports continuing as storms pushed southeast into Central and East Texas.",50
839301,TARRANT CO.,KELLER,06/29/2019,1807,Hail,1.00, ,0,0,0,0,TX,CST-6, ,138141,C,439,FWD,0,0,Trained Spotter, , , ,0,N,0,N,KELLER,06/29/2019,1807,32.93,-97.25,32.93,-97.25,"A trained spotter reported quarter-sized hail in the city of Keller, TX.","An upper level disturbance combined with a westward-moving outflow boundary to generate scattered thunderstorms as they moved in from the east, several of which produced damaging wind gusts and marginally severe hail.",51
858982,TARRANT CO.,AZLE,10/10/2019,1804,Hail,1.00, ,0,0,0,0,TX,CST-6, ,142647,C,439,FWD,0,0,Law Enforcement, , , ,5,WSW,5,WSW,AZLE,10/10/2019,1804,32.87,-97.61,32.87,-97.61,"A police officer reported quarter sized hail approximately 5 miles west-southwest of the city of Azle, TX.","A line of storms pushed southeast across the region on the evening of October 10. Several storms produced both damaging wind gusts and large hail.",52
858983,TARRANT CO.,AZLE,10/10/2019,1805,Hail,0.88, ,0,0,0,0,TX,CST-6, ,142647,C,439,FWD,0,0,Social Media, , , ,0,N,0,N,AZLE,10/10/2019,1805,32.9,-97.53,32.9,-97.53,"A social media report indicated nickel sized hail immediately south of the city of Azle, TX.","A line of storms pushed southeast across the region on the evening of October 10. Several storms produced both damaging wind gusts and large hail.",53
